sample_id,question,qtype,best_pred,mcts_pred,best_score,mcts_score,delta,bucket,mcts_instruction,mcts_enhanced,mcts_selected_objects
77,What is being made by the man?,other,kite,kite,1.0,1.0,0.0,same,image,False,kite;man;person
78,What is the man in the gray suit on the left looking down to check?,other,phone,phone,1.0,1.0,0.0,same,image,False,hand;watch;table
79,Which ingredient is the most flavorful?,which,broccoli,mushroom,0.3,0.3,0.0,same,image,True,meat;mushroom;chicken
80,What are these cases for?,other,travel,travel,1.0,1.0,0.0,same,image,False,suitcase;bag;jacket
81,What pattern are the man's pants?,other,camouflage,camouflage,0.6,0.6,0.0,same,image,False,pant;shirt;shoe
82,In which major city is the woman most likely sitting outdoors?,activity_event,paris,paris,1.0,1.0,0.0,same,image,False,woman;girl;building
83,Where are these animals located?,where,field,field,0.3,0.3,0.0,same,image,False,giraffe;tree;sky
84,In what location is the motorcycle parked most likely?,activity_event,garage,garage,1.0,1.0,0.0,same,image,False,floor;motorcycle;tire
85,What is the natural light streaming into the room through?,other,clock,clock,1.0,1.0,0.0,same,image,False,clock;ceiling;room
86,What is the white cream used for with the other foods?,activity_event,dip,dip,1.0,1.0,0.0,same,image,False,cream;carrot;broccoli
87,What can be seen through the buildings?,other,sun,sun,1.0,1.0,0.0,same,image,False,sky;car;road
88,What type of audience is the man likely speaking to?,what_type_kind,business,audience,0.3,0.0,-0.3,best_better,image,True,man;mouth;sofa
89,What will be built here one day?,other,building,building,1.0,1.0,0.0,same,image,False,building;street;truck
90,What seems to be contained in the nook underneath the TV?,other,fireplace,fireplace,1.0,1.0,0.0,same,image,False,fireplace;screen;shelf
91,What problem will the people on the ferry face?,other,stormy weather,stormy weather,0.0,0.0,0.0,same,image,False,water;bridge;motor
92,Why do the cattle have their heads down to the ground?,why,eating,eating,0.8999999999999999,0.8999999999999999,0.0,same,image,False,cow;hay;head
93,What state was the licence plate issues?,other,california,california,0.0,0.0,0.0,same,image,False,license plate;bike;motorcycle
94,What are the people in the picture doing?,activity_event,skiing,skiing,1.0,1.0,0.0,same,image,False,skier;ski;hill
95,What type of city district is this?,what_type_kind,downtown,sidewalk,0.6,0.0,-0.6,best_better,image,True,woman;person;sidewalk
96,What player is shown in the photo?,other,pitcher,pitcher,1.0,1.0,0.0,same,image,False,man;arm;hand
97,Where are these cats located?,where,floor,floor,0.3,0.3,0.0,same,image,False,cat;floor;carpet
98,What is prohibited near the round road sign with a red cross on a blue background?,text_sign_logo,turning,turning,0.0,0.0,0.0,same,image,False,motorcycle;scooter;street
99,Where is this dog located?,where,chair,chair,1.0,1.0,0.0,same,image,False,dog;chair;nose
100,Who is the woman dressed up as?,other,queen,queen,0.6,0.6,0.0,same,image,False,woman;face;head
101,What type of event might this be?,what_type_kind,car show,fair,0.0,0.0,0.0,same,image,True,car;doll;person
102,What is the activity being performed?,activity_event,horseback riding,horseback riding,0.6,0.6,0.0,same,image,False,horse;man;reign
103,What color are the walls in the room?,color,green,green,1.0,1.0,0.0,same,image,True,wall;ceiling;room
104,In which way are the adults shown here likely related to the child?,which,parents,parents,1.0,1.0,0.0,same,image,True,man;woman;girl
105,What is served at the counter here?,other,alcohol,alcohol,1.0,1.0,0.0,same,image,False,bottle;glass;lamp
106,What type of tree is in front of the blue building?,what_type_kind,palm,palm tree,1.0,1.0,0.0,same,image,True,tree;tent;building
107,What did the man use to get into the air?,other,kite,kite,0.6,0.6,0.0,same,image,False,kite;string;rope
108,What type of cuisine would be purchased here?,what_type_kind,tamales,tamales,0.6,0.6,0.0,same,image,True,woman;person;man
109,What type of bus is in traffic?,what_type_kind,school bus,school bus,1.0,1.0,0.0,same,image,True,bus;car;tire
110,In what shape is the quiche cut?,other,triangle,triangle,1.0,1.0,0.0,same,image,False,slice;container;bowl
111,What kind of coating has been used?,what_type_kind,glaze,glaze,0.0,0.0,0.0,same,image,False,donut;chocolate;box
112,Which century was the item the woman is holding up invented in?,which,20th,20th,0.3,0.3,0.0,same,image,True,woman;controller;bag
113,What genus of animal is visible here?,other,snow leopard,snow leopard,0.0,0.0,0.0,same,image,False,monitor;screen;tree
114,What brand is the red truck?,text_sign_logo,dodge,DODGE,1.0,1.0,0.0,same,image,True,truck;grill;headlight
115,This meal was likely prepared using which method?,which,grilled,grilled,0.3,0.3,0.0,same,image,True,meat;vegetable;food
116,The cat appears to be what type?,what_type_kind,black and white,black and white,0.0,0.0,0.0,same,image,False,cat;collar;laptop
117,What limits forward navigation?,other,car,car,0.0,0.0,0.0,same,image,False,car;truck;van
118,What are the zebras doing?,activity_event,eating,eating,1.0,1.0,0.0,same,image,False,zebra;head;nose
119,Why are the people behind the fence there?,why,to keep people out,safety,0.0,0.0,0.0,same,image,False,fence;man;person
120,Which piece of clothing is unique to one person here?,which,green shirt,green shirt,0.0,0.0,0.0,same,image,True,tie;shirt;suit
121,What type of container is the straw sticking out of?,what_type_kind,mason jar,jar,0.8999999999999999,0.6,-0.29999999999999993,best_better,image,True,jar;vase;petal
122,A person following what kind of diet is least likely to eat this meal?,what_type_kind,vegetarian,vegan,1.0,0.0,-1.0,best_better,image,False,donut;blueberry;banana
123,What is placed on the ground that will eventually turn yellow?,other,bananas,bananas,1.0,1.0,0.0,same,image,False,banana;vegetable;ground
124,What is in the bottles?,other,coffee,coffee,0.0,0.0,0.0,same,image,True,coffee;sandwich;bread
125,Which food on the plate grows in the ground?,which,broccoli,carrot,0.0,1.0,1.0,mcts_better,image,True,carrot;broccoli;cucumber
126,What theme park attraction are they most likely visiting?,activity_event,disneyland,disneyland,1.0,1.0,0.0,same,image,False,trolley;carriage;person
127,What is in the photo above the TV?,other,hat,hat,0.0,0.0,0.0,same,image,False,hat;picture;cabinet
128,The temperature outside is likely what range?,other,cold,cold,1.0,1.0,0.0,same,image,False,man;hat;jacket
129,What kind of weather was there?,what_type_kind,rainy,rainy,0.8999999999999999,0.8999999999999999,0.0,same,image,False,reflection;sky;propeller
130,What is the facade that the couple is being interviewed in likely designed to be?,other,tv,tv,0.3,0.3,0.0,same,image,False,bus;window;seat
131,What level of a house is this room located in?,other,basement,basement,1.0,1.0,0.0,same,image,False,floor;carpet;room
132,What type of birds are these?,what_type_kind,seagulls,seagulls,1.0,1.0,0.0,same,image,True,bird;water;sky
133,What country headquarters this plane company?,other,uk,uk,0.3,0.3,0.0,same,image,False,tail;logo;airport
134,What other sport besides ping pong is played by someone in this household?,other,tennis,tennis,1.0,1.0,0.0,same,image,False,racket;bag;bottle
135,Which team is on offense?,which,red team,red team,0.0,0.0,0.0,same,image,True,man;soccer ball;hand
136,What object should never get wet?,what_object,umbrella,laptop,0.3,1.0,0.7,mcts_better,image,True,umbrella;laptop;jacket
137,What do the larger elephants still have intact?,other,tusks,tusks,1.0,1.0,0.0,same,image,False,tusk;trunk;ear
138,What kind of room is on the left of the yellow train?,what_type_kind,waiting room,waiting room,1.0,1.0,0.0,same,image,False,building;wall;roof
139,Which vehicle is closest to the rectangular blue sign?,text_sign_logo,bus,bus,1.0,1.0,0.0,same,image,True,bus;sign;building
140,What vehicle is shown in the photo?,other,jet,jet,0.3,0.3,0.0,same,image,False,airplane;wing;tail
141,What kind of bag is this?,what_type_kind,suitcase,suitcase,1.0,1.0,0.0,same,image,False,suitcase;backpack;bag
142,Why are the wood platforms strapped to the elephants?,why,to sit on,to sit on,0.0,0.0,0.0,same,image,False,elephant;seat;cloth
143,What is the train riding on?,other,tracks,tracks,0.8999999999999999,0.8999999999999999,0.0,same,image,False,track;gravel;train car
144,What is the man taking?,other,picture,picture,1.0,1.0,0.0,same,image,False,camera;bike;bicycle
145,What item is on the bottom shelf near the TV?,what_object,remote,speaker,0.0,0.6,0.6,mcts_better,image,True,tray;table;cabinet
146,What city is mentioned on the front of the bus?,other,seattle,seattle,1.0,1.0,0.0,same,image,False,bus;street;windshield
147,What expression are these children making?,other,smile,smile,0.6,0.6,0.0,same,image,False,girl;hand;eye
148,What video game system is the boy playing on?,other,wii,wii,1.0,1.0,0.0,same,image,False,boy;child;man
149,What does Fidelity specialize in?,other,investments,investments,1.0,1.0,0.0,same,image,False,sign;building;woman
150,Which is the fruit?,which,right bowl,right bowl,0.0,0.0,0.0,same,image,True,orange;carrot;candy
151,What is the green box near the red stapler on the desk used to hold?,other,tissues,tissues,1.0,1.0,0.0,same,caption,False,stapler;box;bag
152,How many bake pans were utilized?,how_many,unanswerable,cannot determine,0.0,0.0,0.0,same,image,True,cake;layer;tine
153,What are some of the zebras standing in in the middle of the photo?,other,mud,water,0.6,0.8999999999999999,0.29999999999999993,mcts_better,image,False,zebra;water;leg
154,How many people have their arms around the woman?,how_many,1,1,0.0,0.0,0.0,same,image,True,man;leg;hair
155,What city name is shown in the background?,other,omaha,omaha,1.0,1.0,0.0,same,image,False,banner;hat;letter
156,What is the dark colored car to the far left in the middle doing?,activity_event,driving,driving,0.6,0.6,0.0,same,image,False,bus;car;person
157,Are the people boarding this train?,other,no,no,0.0,0.0,0.0,same,image,False,man;bicycle;bike
158,What is purpose of this wooden board?,other,sign,sign,0.0,0.0,0.0,same,image,False,sign;bear;man
159,What video game system is the man playing?,other,wii,wii,1.0,1.0,0.0,same,image,False,man;controller;hoodie
160,Where are the buses with blue trim probably assembled?,where,factory,factory,0.3,0.3,0.0,same,image,False,building;road;pole
161,What kind of pizza is this?,what_type_kind,margherita,margherita,0.6,0.6,0.0,same,image,False,pizza;cheese;sauce
162,When it comes to the child what is he or she doing?,activity_event,skateboarding,skateboarding,0.8999999999999999,0.8999999999999999,0.0,same,image,False,boy;skateboard;pant
163,What is the small house behind the cattle made up of?,other,stone,stone,1.0,1.0,0.0,same,image,False,building;roof;wall
164,What type of transportation is shown?,what_type_kind,train,train,1.0,1.0,0.0,same,image,True,train;smoke;track
165,What is the little girl doing?,activity_event,eating,eating,1.0,1.0,0.0,same,image,False,hand;mouth;face
166,What type of area is shown?,what_type_kind,parking lot,parking lot,0.0,0.0,0.0,same,image,True,bus;car;road
167,What appliance is unhooked and placed by the sink?,what_object,stove,stove,1.0,1.0,0.0,same,image,False,oven;stove;countertop
168,Which food on the dish is a meat?,which,chicken,turkey,1.0,0.6,-0.4,best_better,image,True,fork;potato;bread
169,Which body part of the cow could you look at to find out which identity and/or owner the cow has?,which,ear,ear,1.0,1.0,0.0,same,image,True,ear;face;eye
170,Who is the manufacturer of this laptop?,other,hp,HP,1.0,1.0,0.0,same,image,False,laptop;logo;keyboard
171,What is the person using to eat the pizza?,other,fork,fork,1.0,1.0,0.0,same,image,False,fork;knife;slice
172,What are the white rocks for?,other,track bed,track bed,0.0,0.0,0.0,same,image,False,track;ground;train car
173,What animal has similar color to the flower in the picture on the left side of the room?,color,none,none,0.0,0.0,0.0,same,image,True,flower;plant;pillow
174,What other animal is this animal traditionally an enemy of?,other,cat,rat,1.0,0.0,-1.0,best_better,image,False,fish;man;mouth
175,What left the blue marks on the ground near the fire hydrant?,other,hydrant,hydrant,0.0,0.0,0.0,same,image,False,fire hydrant;chain;paint
176,What kind of a person usually eats food like this?,what_type_kind,health conscious,health conscious,0.0,0.0,0.0,same,image,False,fruit;shrimp;rice
177,Which person would be the coldest?,which,left,left,0.3,0.3,0.0,same,image,True,snow;woman;head
178,What pattern is on the bottom of the skateboard?,other,zigzag,zig zag,0.3,0.0,-0.3,best_better,image,False,skateboard;wheel;hand
179,How many drinkers are sucking down their beverages?,how_many,0,0,0.0,0.0,0.0,same,image,True,person;glass;juice
180,What does the taller bottle contain?,other,water,water,1.0,1.0,0.0,same,image,False,bottle;shoe;racket
181,How do these people know each other?,other,classmates,classmates,1.0,1.0,0.0,same,image,False,boy;girl;tie
182,What might you mix with the alcoholic drink named?,other,water,water,0.0,0.0,0.0,same,image,False,person;man;shoe
183,What type of vehicle is this?,what_type_kind,bus,car,1.0,0.0,-1.0,best_better,image,True,bus;car;sidewalk
184,What material are the white cups?,other,plastic,plastic,0.8999999999999999,0.8999999999999999,0.0,same,image,False,cup;glasses;man
185,What color is the floor?,color,brown,brown,1.0,1.0,0.0,same,image,True,floor;leg;boy
186,What is placed inside this meter?,other,coins,coins,1.0,1.0,0.0,same,image,False,sign;display;screen
187,What appliance is shown?,what_object,toaster,toaster,1.0,1.0,0.0,same,image,False,toaster;jar;countertop
188,Why does the couple standing in the boat?,why,fish,fish,0.0,0.0,0.0,same,image,False,person;mast;pole
189,What cultural clothing are the women wearing?,other,traditional,kimono,0.0,0.6,0.6,mcts_better,image,False,person;tail;flag
190,How did the animal on the car arrive there?,other,walked,walked,0.0,0.0,0.0,same,image,False,bird;hood;car
191,What is in the glass?,other,wine,wine,1.0,1.0,0.0,same,image,True,wine;bread;food
192,What area of the house is this in?,other,basement,basement,1.0,1.0,0.0,same,image,False,man;toilet;person
193,The top shelf has many books of the same author of what genre?,other,nonfiction,business,0.0,0.0,0.0,same,image,False,book;shelf;wall
194,How many women are in the picture?,how_many,4,four,0.0,1.0,1.0,mcts_better,image,True,woman;sweater;table
195,The couch is located where?,where,right,right side,0.3,0.0,-0.3,best_better,image,False,couch;rug;radiator
196,What type of travel is this vehicle for?,what_type_kind,air travel,air travel,0.6,0.6,0.0,same,image,True,airplane;airport;tarmac
197,Where are the people laying?,where,beach,beach,1.0,1.0,0.0,same,image,False,sand;beach;towel
198,What are the horses being used for?,activity_event,plow,plow,0.0,0.0,0.0,same,image,False,horse;man;ground
199,What kind of door is open so she can sit inside?,what_type_kind,refrigerator,refrigerator,1.0,1.0,0.0,same,image,False,refrigerator;door;girl
200,What is the woman using the umbrella to protect herself from?,other,sun,sun,1.0,1.0,0.0,same,image,False,back;woman;walkway
201,What property does the blue and green fence have?,other,blue and green fence,blue and green,0.0,0.0,0.0,same,image,False,tarp;jacket;helmet
202,What occasion are the bears probably sitting at the table enjoying?,other,christmas,christmas,1.0,1.0,0.0,same,image,False,bear;christmas tree;plate
203,Why is the cow tied to the pole?,why,to keep it from moving,to keep it from moving,0.0,0.0,0.0,same,image,False,cow;pole;head
204,What super hero is the cake based off?,other,spiderman,spiderman,1.0,1.0,0.0,same,image,False,boy;woman;face
205,What is the man with the black glove about to do?,other,pitch,pitch,0.8999999999999999,0.8999999999999999,0.0,same,image,False,man;uniform;ground
206,Why is his arm up in the air?,why,hitting ball,hitting ball,0.3,0.3,0.0,same,image,False,ball;man;court
207,What animal is next to the baby animal?,what_object,cow,cow,1.0,1.0,0.0,same,image,True,cow;calf;trailer
208,What do people do with the items purchased at this corner?,other,eat,eat,1.0,1.0,0.0,same,image,False,bag;jean;street
209,Which snowboarder will have a harder time standing up?,which,back one,one in background,0.3,0.0,-0.3,best_better,image,True,man;person;snowboard
210,If this is a grand slam which must it be?,which,wimbledon,wimbledon,1.0,1.0,0.0,same,image,True,woman;person;leg
211,What is hanging on the right wall next the desk?,other,jackets,jackets,1.0,1.0,0.0,same,image,True,toy;computer;shelf
212,What fruit is the clock shaped as?,other,apple,apple,1.0,1.0,0.0,same,image,False,clock;table;plant
213,What is the most likely age of the person?,activity_event,senior,elderly,0.0,0.0,0.0,same,image,False,woman;hair;flower
214,What kind of bus is this?,what_type_kind,tata,tata,0.3,0.3,0.0,same,image,False,bus;person;street
215,Which vegetable in this soup is heart shaped?,which,carrot,carrot,1.0,1.0,0.0,same,image,True,carrot;vegetable;mushroom
216,Where were these pieces of fruit likely purchased?,where,grocery store,grocery store,0.8999999999999999,0.8999999999999999,0.0,same,image,False,orange;banana;table
217,These horses are used for what?,activity_event,plowing,plowing,0.8999999999999999,0.8999999999999999,0.0,same,image,False,horse;man;person
218,What type of shelves are these?,what_type_kind,metal,metal,0.3,0.3,0.0,same,image,True,shelf;rack;display
219,What type of venue might this be?,what_type_kind,airport,airport,1.0,1.0,0.0,same,image,True,person;woman;man
220,Which vehicle is closest to the transport hub?,which,red car,car,0.0,0.6,0.6,mcts_better,image,True,sign;car;truck
221,What are the people tying?,other,kite,kite,1.0,1.0,0.0,same,image,False,kite;boy;string
222,What is the man riding?,other,skateboard,skateboard,1.0,1.0,0.0,same,image,False,skateboard;ramp;man
223,Who might be helping the girl?,other,mom,no one,0.6,0.0,-0.6,best_better,image,False,girl;hand;tray
224,What type of container is near the benches?,what_type_kind,trash can,trash can,0.3,0.3,0.0,same,image,True,trash can;bench;man
225,What type of sign is visible?,what_type_kind,stop sign,stop sign,1.0,1.0,0.0,same,image,True,stop sign;traffic light;car
226,What other sports might be played on this surface?,other,snowboarding,snowboarding,0.8999999999999999,0.8999999999999999,0.0,same,image,False,ski;track;trail
227,Given the position of the bat and ball the batter most likely?,activity_event,hit the ball,hit ball,0.0,0.0,0.0,same,image,False,bat;baseball;ball
228,What industry is this man likely working in?,other,food service,food,0.3,1.0,0.7,mcts_better,image,False,kitchen;microwave;head
229,What is needed to control the large object?,other,string,string,1.0,1.0,0.0,same,image,False,boy;person;goal
230,What kind of fruit is used for decorating?,what_type_kind,oranges,oranges,1.0,1.0,0.0,same,image,False,orange;fruit;pitcher
231,Where does this fruit grow?,where,tree,tree,1.0,1.0,0.0,same,image,False,apple;man;face
232,What indicates a baby is present?,other,sippy cup,sippy cup,0.6,0.6,0.0,same,image,False,cup;straw;cake
233,What social activity might this person engage in at night this day?,activity_event,parade,parade,0.0,0.0,0.0,same,image,False,woman;dog;car
234,What leavening is used in this item?,other,yeast,yeast,1.0,1.0,0.0,same,image,False,pizza;crust;cheese
235,What meal might be eaten at the time shown on the clock?,other,lunch,lunch,0.0,0.0,0.0,same,image,False,glass;bottle;mouse
236,What is the relationship of the people at the back to the man wearing an orange hat?,other,passengers,passengers,0.6,0.6,0.0,same,image,False,carriage;woman;man
237,What are these women controlling?,other,remotes,remotes,0.0,0.0,0.0,same,image,False,controller;remote;girl
238,How many different devices can show a picture?,how_many,3,3,0.0,0.0,0.0,same,image,True,laptop;monitor;screen
239,What kind of bike is this?,what_type_kind,scooter,scooter,1.0,1.0,0.0,same,image,False,bike;woman;plant
240,What type of dinnerware do the people seem to be using?,what_type_kind,plates,plate,0.3,0.0,-0.3,best_better,image,True,plate;glass;glasses
241,Why is the man holding an umbrella?,why,rain,rain,0.8999999999999999,0.8999999999999999,0.0,same,image,False,umbrella;man;jacket
242,This railcar is travelling at what position relative to the street-level?,other,above,above,0.0,0.0,0.0,same,image,False,platform;poster;jacket
243,The guy on the beach towel is readying the item to do what with it most likely?,activity_event,fly,fly,0.8999999999999999,0.8999999999999999,0.0,same,image,False,kite;cap;leg
244,What might be drunk from this glasses?,other,wine,wine,1.0,1.0,0.0,same,image,False,glass;fork;knife
245,Which territory is this area located?,which,england,england,0.8999999999999999,0.8999999999999999,0.0,same,image,True,bus;sign;person
246,What type of region is this likely?,what_type_kind,kitchen,person,1.0,0.0,-1.0,best_better,image,True,woman;table;plate
247,The man is looking in what direction?,other,left,left,0.0,0.0,0.0,same,image,False,kite;sky;string
248,This person in this picture is likely to be a?,other,woman,woman,0.0,0.0,0.0,same,image,False,woman;person;bottom
249,Which flavor most closely describes the bright yellow stuff?,which,mustard,mustard,1.0,1.0,0.0,same,image,True,mustard;hot dog;bun
250,What city is this location?,other,tokyo,tokyo,0.3,0.3,0.0,same,image,False,woman;building;sidewalk
